W0121 20:51:58.935000 13541 site-packages/torch/distributed/run.py:793] 
W0121 20:51:58.935000 13541 site-packages/torch/distributed/run.py:793] *****************************************
W0121 20:51:58.935000 13541 site-packages/torch/distributed/run.py:793] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
Epoch [1], Batch [2555/4125], Loss: 5.4094
Epoch [1], Batch [2560/4125], Loss: 5.4548
Epoch [1], Batch [2565/4125], Loss: 5.4039
Epoch [1], Batch [2570/4125], Loss: 5.4210
Epoch [1], Batch [2575/4125], Loss: 5.4329
Epoch [1], Batch [2580/4125], Loss: 5.5467
Epoch [1], Batch [2585/4125], Loss: 5.3567
Epoch [1], Batch [2590/4125], Loss: 5.4507
Epoch [1], Batch [2595/4125], Loss: 5.4291
Epoch [1], Batch [2600/4125], Loss: 5.5162
Epoch [1], Batch [2605/4125], Loss: 5.5022
Epoch [1], Batch [2610/4125], Loss: 5.4734
Epoch [1], Batch [2615/4125], Loss: 5.4151
Epoch [1], Batch [2620/4125], Loss: 5.4349
Epoch [1], Batch [2625/4125], Loss: 5.4426
Epoch [1], Batch [2630/4125], Loss: 5.4392
Epoch [1], Batch [2635/4125], Loss: 5.4315
Epoch [1], Batch [2640/4125], Loss: 5.5929
Epoch [1], Batch [2645/4125], Loss: 5.4665
Epoch [1], Batch [2650/4125], Loss: 5.5005
Epoch [1], Batch [2655/4125], Loss: 5.5129
Epoch [1], Batch [2660/4125], Loss: 5.4509
Epoch [1], Batch [2665/4125], Loss: 5.4685
Epoch [1], Batch [2670/4125], Loss: 5.4518
Epoch [1], Batch [2675/4125], Loss: 5.4638
Epoch [1], Batch [2680/4125], Loss: 5.4614
Epoch [1], Batch [2685/4125], Loss: 5.4485
Epoch [1], Batch [2690/4125], Loss: 5.4279
Epoch [1], Batch [2695/4125], Loss: 5.3673
Epoch [1], Batch [2700/4125], Loss: 5.5436
Epoch [1], Batch [2705/4125], Loss: 5.4434
Epoch [1], Batch [2710/4125], Loss: 5.3871
Epoch [1], Batch [2715/4125], Loss: 5.4719
Epoch [1], Batch [2720/4125], Loss: 5.3647
Epoch [1], Batch [2725/4125], Loss: 5.4113
Epoch [1], Batch [2730/4125], Loss: 5.4553
Epoch [1], Batch [2735/4125], Loss: 5.4257
Epoch [1], Batch [2740/4125], Loss: 5.4804
Epoch [1], Batch [2745/4125], Loss: 5.5633
Epoch [1], Batch [2750/4125], Loss: 5.4432
Epoch [1], Batch [2755/4125], Loss: 5.4448
Epoch [1], Batch [2760/4125], Loss: 5.4232
Epoch [1], Batch [2765/4125], Loss: 5.4779
Epoch [1], Batch [2770/4125], Loss: 5.4716
Epoch [1], Batch [2775/4125], Loss: 5.4381
Epoch [1], Batch [2780/4125], Loss: 5.4533
Epoch [1], Batch [2785/4125], Loss: 5.4507
Epoch [1], Batch [2790/4125], Loss: 5.5175
Epoch [1], Batch [2795/4125], Loss: 5.4793
Epoch [1], Batch [2800/4125], Loss: 5.5335
Epoch [1], Batch [2805/4125], Loss: 5.4727
Epoch [1], Batch [2810/4125], Loss: 5.4773
Epoch [1], Batch [2815/4125], Loss: 5.4138
Epoch [1], Batch [2820/4125], Loss: 5.5178
Epoch [1], Batch [2825/4125], Loss: 5.4270
Epoch [1], Batch [2830/4125], Loss: 5.4102
Epoch [1], Batch [2835/4125], Loss: 5.5100
Epoch [1], Batch [2840/4125], Loss: 5.4623
Epoch [1], Batch [2845/4125], Loss: 5.5083
Epoch [1], Batch [2850/4125], Loss: 5.4964
Epoch [1], Batch [2855/4125], Loss: 5.4005
Epoch [1], Batch [2860/4125], Loss: 5.4411
Epoch [1], Batch [2865/4125], Loss: 5.4736
Epoch [1], Batch [2870/4125], Loss: 5.4436
Epoch [1], Batch [2875/4125], Loss: 5.4441
Epoch [1], Batch [2880/4125], Loss: 5.3747
Epoch [1], Batch [2885/4125], Loss: 5.5057
Epoch [1], Batch [2890/4125], Loss: 5.4703
Epoch [1], Batch [2895/4125], Loss: 5.4212
Epoch [1], Batch [2900/4125], Loss: 5.4004
Epoch [1], Batch [2905/4125], Loss: 5.4148
Epoch [1], Batch [2910/4125], Loss: 5.4377
Epoch [1], Batch [2915/4125], Loss: 5.4270
Epoch [1], Batch [2920/4125], Loss: 5.4453
Epoch [1], Batch [2925/4125], Loss: 5.4505
Epoch [1], Batch [2930/4125], Loss: 5.4699
Epoch [1], Batch [2935/4125], Loss: 5.3822
Epoch [1], Batch [2940/4125], Loss: 5.5012
Epoch [1], Batch [2945/4125], Loss: 5.4484
Epoch [1], Batch [2950/4125], Loss: 5.4797
Epoch [1], Batch [2955/4125], Loss: 5.4051
Epoch [1], Batch [2960/4125], Loss: 5.4729
Epoch [1], Batch [2965/4125], Loss: 5.4376
Epoch [1], Batch [2970/4125], Loss: 5.4238
Epoch [1], Batch [2975/4125], Loss: 5.4147
Epoch [1], Batch [2980/4125], Loss: 5.4556
Epoch [1], Batch [2985/4125], Loss: 5.3562
Epoch [1], Batch [2990/4125], Loss: 5.4880
Epoch [1], Batch [2995/4125], Loss: 5.4687
Epoch [1], Batch [3000/4125], Loss: 5.4646
Epoch [1], Batch [3005/4125], Loss: 5.4777
Epoch [1], Batch [3010/4125], Loss: 5.4166
Epoch [1], Batch [3015/4125], Loss: 5.5020
Epoch [1], Batch [3020/4125], Loss: 5.4767
Epoch [1], Batch [3025/4125], Loss: 5.3622
Epoch [1], Batch [3030/4125], Loss: 5.3888
Epoch [1], Batch [3035/4125], Loss: 5.4301
Epoch [1], Batch [3040/4125], Loss: 5.3696
Epoch [1], Batch [3045/4125], Loss: 5.4320
Epoch [1], Batch [3050/4125], Loss: 5.4389
Epoch [1], Batch [3055/4125], Loss: 5.4184
Epoch [1], Batch [3060/4125], Loss: 5.4570
Epoch [1], Batch [3065/4125], Loss: 5.3952
Epoch [1], Batch [3070/4125], Loss: 5.3529
Epoch [1], Batch [3075/4125], Loss: 5.4384
Epoch [1], Batch [3080/4125], Loss: 5.4499
Epoch [1], Batch [3085/4125], Loss: 5.5003
Epoch [1], Batch [3090/4125], Loss: 5.3953
Epoch [1], Batch [3095/4125], Loss: 5.4769
Epoch [1], Batch [3100/4125], Loss: 5.3894
Epoch [1], Batch [3105/4125], Loss: 5.4820
Epoch [1], Batch [3110/4125], Loss: 5.4207
Epoch [1], Batch [3115/4125], Loss: 5.4725
Epoch [1], Batch [3120/4125], Loss: 5.4228
Epoch [1], Batch [3125/4125], Loss: 5.4519
Epoch [1], Batch [3130/4125], Loss: 5.4851
Epoch [1], Batch [3135/4125], Loss: 5.4049
Epoch [1], Batch [3140/4125], Loss: 5.4153
Epoch [1], Batch [3145/4125], Loss: 5.4407
Epoch [1], Batch [3150/4125], Loss: 5.4235
Epoch [1], Batch [3155/4125], Loss: 5.4221
Epoch [1], Batch [3160/4125], Loss: 5.4738
Epoch [1], Batch [3165/4125], Loss: 5.4075
Epoch [1], Batch [3170/4125], Loss: 5.3787
Epoch [1], Batch [3175/4125], Loss: 5.3828
Epoch [1], Batch [3180/4125], Loss: 5.4133
Epoch [1], Batch [3185/4125], Loss: 5.4415
Epoch [1], Batch [3190/4125], Loss: 5.4859
Epoch [1], Batch [3195/4125], Loss: 5.4331
Epoch [1], Batch [3200/4125], Loss: 5.3827
Epoch [1], Batch [3205/4125], Loss: 5.4380
Epoch [1], Batch [3210/4125], Loss: 5.4551
Epoch [1], Batch [3215/4125], Loss: 5.4403
Epoch [1], Batch [3220/4125], Loss: 5.4150
Epoch [1], Batch [3225/4125], Loss: 5.4861
Epoch [1], Batch [3230/4125], Loss: 5.4408
Epoch [1], Batch [3235/4125], Loss: 5.4313
Epoch [1], Batch [3240/4125], Loss: 5.4768
Epoch [1], Batch [3245/4125], Loss: 5.3829
Epoch [1], Batch [3250/4125], Loss: 5.3785
Epoch [1], Batch [3255/4125], Loss: 5.4979
Epoch [1], Batch [3260/4125], Loss: 5.4309
Epoch [1], Batch [3265/4125], Loss: 5.4417
Epoch [1], Batch [3270/4125], Loss: 5.4636
Epoch [1], Batch [3275/4125], Loss: 5.3835
Epoch [1], Batch [3280/4125], Loss: 5.4477
Epoch [1], Batch [3285/4125], Loss: 5.4782
Epoch [1], Batch [3290/4125], Loss: 5.4582
Epoch [1], Batch [3295/4125], Loss: 5.4278
Epoch [1], Batch [3300/4125], Loss: 5.4487
Epoch [1], Batch [3305/4125], Loss: 5.4709
Epoch [1], Batch [3310/4125], Loss: 5.4457
Epoch [1], Batch [3315/4125], Loss: 5.4333
Epoch [1], Batch [3320/4125], Loss: 5.3753
Epoch [1], Batch [3325/4125], Loss: 5.3927
Epoch [1], Batch [3330/4125], Loss: 5.4317
Epoch [1], Batch [3335/4125], Loss: 5.4260
Epoch [1], Batch [3340/4125], Loss: 5.4255
Epoch [1], Batch [3345/4125], Loss: 5.4130
Epoch [1], Batch [3350/4125], Loss: 5.4366
Epoch [1], Batch [3355/4125], Loss: 5.3957
Epoch [1], Batch [3360/4125], Loss: 5.4328
Epoch [1], Batch [3365/4125], Loss: 5.4382
Epoch [1], Batch [3370/4125], Loss: 5.4315
Epoch [1], Batch [3375/4125], Loss: 5.4251
Epoch [1], Batch [3380/4125], Loss: 5.4344
Epoch [1], Batch [3385/4125], Loss: 5.4840
Epoch [1], Batch [3390/4125], Loss: 5.3220
Epoch [1], Batch [3395/4125], Loss: 5.4201
Epoch [1], Batch [3400/4125], Loss: 5.4348
Epoch [1], Batch [3405/4125], Loss: 5.4394
Epoch [1], Batch [3410/4125], Loss: 5.4680
Epoch [1], Batch [3415/4125], Loss: 5.4768
Epoch [1], Batch [3420/4125], Loss: 5.4587
Epoch [1], Batch [3425/4125], Loss: 5.4439
Epoch [1], Batch [3430/4125], Loss: 5.3893
Epoch [1], Batch [3435/4125], Loss: 5.3846
Epoch [1], Batch [3440/4125], Loss: 5.4424
Epoch [1], Batch [3445/4125], Loss: 5.4496
Epoch [1], Batch [3450/4125], Loss: 5.4142
Epoch [1], Batch [3455/4125], Loss: 5.4591
Epoch [1], Batch [3460/4125], Loss: 5.3801
Epoch [1], Batch [3465/4125], Loss: 5.4568
Epoch [1], Batch [3470/4125], Loss: 5.4460
Epoch [1], Batch [3475/4125], Loss: 5.3716
Epoch [1], Batch [3480/4125], Loss: 5.4373
Epoch [1], Batch [3485/4125], Loss: 5.3690
Epoch [1], Batch [3490/4125], Loss: 5.4129
Epoch [1], Batch [3495/4125], Loss: 5.4130
Epoch [1], Batch [3500/4125], Loss: 5.4318
Epoch [1], Batch [3505/4125], Loss: 5.3820
Epoch [1], Batch [3510/4125], Loss: 5.4054
Epoch [1], Batch [3515/4125], Loss: 5.4632
Epoch [1], Batch [3520/4125], Loss: 5.4321
Epoch [1], Batch [3525/4125], Loss: 5.3675
Epoch [1], Batch [3530/4125], Loss: 5.4098
Epoch [1], Batch [3535/4125], Loss: 5.4257
Epoch [1], Batch [3540/4125], Loss: 5.4237
Epoch [1], Batch [3545/4125], Loss: 5.4265
Epoch [1], Batch [3550/4125], Loss: 5.4085
Epoch [1], Batch [3555/4125], Loss: 5.4624
Epoch [1], Batch [3560/4125], Loss: 5.4099
Epoch [1], Batch [3565/4125], Loss: 5.4399
Epoch [1], Batch [3570/4125], Loss: 5.4222
Epoch [1], Batch [3575/4125], Loss: 5.4008
Epoch [1], Batch [3580/4125], Loss: 5.4158
Epoch [1], Batch [3585/4125], Loss: 5.4011
Epoch [1], Batch [3590/4125], Loss: 5.4496
Epoch [1], Batch [3595/4125], Loss: 5.4342
Epoch [1], Batch [3600/4125], Loss: 5.3865
Epoch [1], Batch [3605/4125], Loss: 5.4136
Epoch [1], Batch [3610/4125], Loss: 5.3784
Epoch [1], Batch [3615/4125], Loss: 5.4212
W0121 21:26:49.871000 13541 site-packages/torch/distributed/elastic/multiprocessing/api.py:897] Sending process 13678 closing signal SIGTERM
W0121 21:26:49.874000 13541 site-packages/torch/distributed/elastic/multiprocessing/api.py:897] Sending process 13679 closing signal SIGTERM
E0121 21:26:50.039000 13541 site-packages/torch/distributed/elastic/multiprocessing/api.py:869] failed (exitcode: -9) local_rank: 0 (pid: 13675) of binary: /home/min/a/aholla/miniconda3/envs/macising/bin/python
Traceback (most recent call last):
  File "/home/min/a/aholla/miniconda3/envs/macising/bin/torchrun", line 8, in <module>
    sys.exit(main())
  File "/home/min/a/aholla/miniconda3/envs/macising/lib/python3.10/site-packages/torch/distributed/elastic/multiprocessing/errors/__init__.py", line 355, in wrapper
    return f(*args, **kwargs)
  File "/home/min/a/aholla/miniconda3/envs/macising/lib/python3.10/site-packages/torch/distributed/run.py", line 919, in main
    run(args)
  File "/home/min/a/aholla/miniconda3/envs/macising/lib/python3.10/site-packages/torch/distributed/run.py", line 910, in run
    elastic_launch(
  File "/home/min/a/aholla/miniconda3/envs/macising/lib/python3.10/site-packages/torch/distributed/launcher/api.py", line 138, in __call__
    return launch_agent(self._config, self._entrypoint, list(args))
  File "/home/min/a/aholla/miniconda3/envs/macising/lib/python3.10/site-packages/torch/distributed/launcher/api.py", line 269, in launch_agent
    raise ChildFailedError(
torch.distributed.elastic.multiprocessing.errors.ChildFailedError: 
======================================================
gnn_ar_ddp.py FAILED
------------------------------------------------------
Failures:
[1]:
  time      : 2025-01-21_21:26:49
  host      : cbric-gpu15.ecn.purdue.edu
  rank      : 1 (local_rank: 1)
  exitcode  : -9 (pid: 13677)
  error_file: <N/A>
  traceback : Signal 9 (SIGKILL) received by PID 13677
------------------------------------------------------
Root Cause (first observed failure):
[0]:
  time      : 2025-01-21_21:26:49
  host      : cbric-gpu15.ecn.purdue.edu
  rank      : 0 (local_rank: 0)
  exitcode  : -9 (pid: 13675)
  error_file: <N/A>
  traceback : Signal 9 (SIGKILL) received by PID 13675
======================================================
W0122 15:39:51.976000 47961 site-packages/torch/distributed/run.py:793] 
W0122 15:39:51.976000 47961 site-packages/torch/distributed/run.py:793] *****************************************
W0122 15:39:51.976000 47961 site-packages/torch/distributed/run.py:793] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0122 15:39:51.976000 47961 site-packages/torch/distributed/run.py:793] *****************************************
[Pretrain][Epoch 1/15] Loss=0.0370
[Pretrain][Epoch 2/15] Loss=0.0275
[Pretrain][Epoch 3/15] Loss=0.0243
[Pretrain][Epoch 4/15] Loss=0.0220
[Pretrain][Epoch 5/15] Loss=0.0210
[Pretrain][Epoch 6/15] Loss=0.0198
[Pretrain][Epoch 7/15] Loss=0.0186
[Pretrain][Epoch 8/15] Loss=0.0177
[Pretrain][Epoch 9/15] Loss=0.0171
[Pretrain][Epoch 10/15] Loss=0.0160
[Pretrain][Epoch 11/15] Loss=0.0157
[Pretrain][Epoch 12/15] Loss=0.0148
